S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
55,BENGALURU,KOCHI,37372,39243
56,BENGALURU,KOLKATA,68158,75764
57,BENGALURU,KOZHIKODE,3562,3546
58,BENGALURU,LUCKNOW,11098,13000
59,BENGALURU,MADURAI,1511,1551
60,BENGALURU,MANGALORE,20459,22776
61,BENGALURU,MUMBAI,146212,159202
62,BENGALURU,NAGPUR,7897,8784
63,BENGALURU,PATNA,16058,9273
64,BENGALURU,"PORT BLAIR",4482,5280
65,BENGALURU,PUNE,61343,66013
66,BENGALURU,RAIPUR,3083,3392
67,BENGALURU,RAJAHMUNDRY,1614,1898
68,BENGALURU,RANCHI,3193,9868
69,BENGALURU,SRINAGAR,602,394
70,BENGALURU,TRIVANDRUM,22240,22791
71,BENGALURU,UDAIPUR,642,544
72,BENGALURU,VARANASI,7544,7543
73,BENGALURU,VIJAYAWADA,5462,5598
74,BENGALURU,VISAKHAPATNAM,20809,21381
75,BHATINDA,DELHI,608,624
76,BHAVNAGAR,MUMBAI,960,927
77,BHOPAL,DELHI,14375,14926
78,BHOPAL,HYDERABAD,147,1689
79,BHOPAL,JABALPUR,476,22
80,BHOPAL,MUMBAI,14289,11696
81,BHOPAL,RAIPUR,0,1258
82,BHUBANESWAR,BENGALURU,13156,11922
83,BHUBANESWAR,CHENNAI,6063,4787
84,BHUBANESWAR,COIMBATORE,318,269
85,BHUBANESWAR,DELHI,43257,44158
86,BHUBANESWAR,HYDERABAD,18872,18143
87,BHUBANESWAR,KOLKATA,14770,14719
88,BHUBANESWAR,MUMBAI,21247,20365
89,BHUBANESWAR,VISAKHAPATNAM,1455,2122
90,BHUJ,MUMBAI,5380,4712
91,CHANDIGARH,CHENNAI,1733,1709
92,CHANDIGARH,JAIPUR,3205,3750
93,CHANDIGARH,JAMMU,1812,1286
94,CHANDIGARH,LEH,1440,1432
95,CHANDIGARH,PUNE,3700,3648
96,CHANDIGARH,SRINAGAR,6416,6119
97,CHENNAI,PUNE,39695,43483
98,CHENNAI,RAIPUR,1190,0
99,CHENNAI,TIRUCHIRAPALLY,5158,4388
100,CHENNAI,TRIVANDRUM,14140,13805
101,CHENNAI,TUTICORIN,4420,3977
102,CHENNAI,VIJAYAWADA,4085,4332
103,CHENNAI,VISAKHAPATNAM,11050,11622
104,COIMBATORE,AGARTALA,53,53
105,COIMBATORE,CHENNAI,35465,35824
106,COIMBATORE,DELHI,11496,13272
107,COIMBATORE,HYDERABAD,16937,16652
108,COIMBATORE,VISAKHAPATNAM,353,358
109,CUDDAPAH,HYDERABAD,1408,1446
110,"DEHRA DUN",CHENNAI,500,0
111,"DEHRA DUN",DELHI,36057,36358
112,"DEHRA DUN",HYDERABAD,603,732
113,"DEHRA DUN",JAMMU,1010,936
114,"DEHRA DUN",SRINAGAR,1239,1048
115,DELHI,AGARTALA,1744,1595
116,DELHI,ALLAHABAD,2025,1881
117,DELHI,AURANGABAD,3325,3672
118,DELHI,BAGDOGRA,50030,50493
119,DELHI,CHANDIGARH,35958,37236
120,DELHI,CHENNAI,111880,101505
121,DELHI,DHARAMSALA,7342,5946
122,DELHI,DIBRUGARH,5424,3247
123,DELHI,DIMAPUR,1374,1290
124,DELHI,DURGAPUR,822,695
125,DELHI,GAYA,1640,1426
126,DELHI,GOA,72072,68320
127,DELHI,GORAKHPUR,4408,4240
128,DELHI,GUWAHATI,55706,51558
129,DELHI,GWALIOR,8,40
130,DELHI,HYDERABAD,114562,105850
131,DELHI,IMPHAL,6212,5369
132,DELHI,INDORE,29081,30908
133,DELHI,JABALPUR,4275,4047
134,DELHI,JAIPUR,27424,30526
135,DELHI,JAMMU,30326,29707
136,DELHI,JODHPUR,6264,6971
137,DELHI,KANPUR,588,477
138,DELHI,KHAJURAHO,359,286
139,DELHI,KULLU,1582,943
140,DELHI,LEH,27961,26280
141,DELHI,LUCKNOW,87979,78732
142,DELHI,MADURAI,2913,2051
143,DELHI,MANGALORE,4624,3757
144,DELHI,NAGPUR,23218,24946
145,DELHI,PANTNAGAR,771,817
146,DELHI,PATNA,78071,74927
147,DELHI,"PORT BLAIR",5013,4784
148,DELHI,PUNE,117171,114764
149,DELHI,RAIPUR,14893,14968
150,DELHI,RAJKOT,1487,1241
151,DELHI,RANCHI,43675,39609
152,DELHI,SIMLA,691,299
153,DELHI,SRINAGAR,82236,73833
154,DELHI,SURAT,19463,18185
155,DELHI,TIRUPATI,1943,1677
156,DELHI,TRIVANDRUM,20066,19014
157,DELHI,UDAIPUR,14663,14512
158,DELHI,VARANASI,26239,26977
159,DELHI,VIJAYAWADA,8016,7512
160,DELHI,VISAKHAPATNAM,15152,14186
161,DIBRUGARH,GUWAHATI,2959,1372
162,GAYA,VARANASI,22,0
163,GOA,CHENNAI,11972,12069
164,GOA,HYDERABAD,24171,22627
165,GOA,INDORE,3322,4002
166,GOA,JAIPUR,0,285
167,GOA,MADURAI,477,0
168,GOA,PATNA,0,432
169,GOA,PUNE,7086,7241
170,GOA,RAIPUR,615,1025
171,GOA,SRINAGAR,0,271
172,GOA,VARANASI,233,0
173,GUWAHATI,AGARTALA,9555,9629
174,GUWAHATI,BAGDOGRA,8763,6113
175,GUWAHATI,CHENNAI,12269,12877
176,GUWAHATI,GOA,323,401
177,GUWAHATI,GORAKHPUR,0,67
178,GUWAHATI,HYDERABAD,1218,1878
179,GUWAHATI,IMPHAL,14689,15484
180,GUWAHATI,JAIPUR,1143,1357
181,GUWAHATI,JORHAT,1243,918
182,GUWAHATI,LILABARI,250,273
183,GUWAHATI,LUCKNOW,777,1304
184,GUWAHATI,SILCHAR,3877,4003
185,GUWAHATI,TEZPUR,38,59
186,HYDERABAD,AGARTALA,135,122
187,HYDERABAD,AURANGABAD,1880,1896
188,HYDERABAD,BAGDOGRA,0,419
189,HYDERABAD,CHANDIGARH,3872,4368
190,HYDERABAD,CHENNAI,53866,52327
191,HYDERABAD,INDORE,6037,8520
192,HYDERABAD,JABALPUR,2501,2979
193,HYDERABAD,JAIPUR,5073,5347
194,HYDERABAD,LUCKNOW,5262,5302
195,HYDERABAD,MADURAI,2281,2346
196,HYDERABAD,MANGALORE,2086,1741
197,HYDERABAD,NANDED,1043,1201
198,HYDERABAD,"PORT BLAIR",601,384
199,HYDERABAD,PUNE,14993,15899
200,HYDERABAD,RAIPUR,7448,9423
201,HYDERABAD,RAJAHMUNDRY,8587,9075
202,HYDERABAD,TIRUPATI,18373,18022
203,HYDERABAD,TRIVANDRUM,3491,4126
204,HYDERABAD,UDAIPUR,0,462
205,HYDERABAD,VARANASI,11152,10305
206,HYDERABAD,VIJAYAWADA,7799,8633
207,HYDERABAD,VISAKHAPATNAM,38235,41838
208,IMPHAL,AGARTALA,1319,1042
209,IMPHAL,PUNE,0,370
210,INDORE,CHENNAI,4978,4444
211,INDORE,NAGPUR,2057,2164
212,INDORE,PUNE,4315,4567
213,INDORE,RAIPUR,7049,6042
214,INDORE,RANCHI,16,17
215,JAIPUR,CHENNAI,5861,5264
216,JAIPUR,PUNE,10669,10270
217,JAIPUR,SRINAGAR,201,0
218,JAIPUR,UDAIPUR,1524,1303
219,JAMMU,JAIPUR,442,0
220,JAMMU,LEH,1383,1317
221,JAMMU,SRINAGAR,18356,12562
222,KHAJURAHO,VARANASI,548,0
223,KOCHI,CHENNAI,23573,24837
224,KOCHI,DELHI,33652,42287
225,KOCHI,HYDERABAD,27151,28549
226,KOCHI,"PORT BLAIR",334,0
227,KOCHI,PUNE,6580,7463
228,KOCHI,TRIVANDRUM,5210,4361
229,KOLKATA,AGARTALA,43549,43152
230,KOLKATA,BAGDOGRA,36346,35819
231,KOLKATA,CHANDIGARH,727,635
232,KOLKATA,CHENNAI,56198,55453
233,KOLKATA,COIMBATORE,1047,1298
234,KOLKATA,DELHI,116897,129792
235,KOLKATA,DIBRUGARH,7747,7110
236,KOLKATA,DIMAPUR,6858,5888
237,KOLKATA,DURGAPUR,39,85
238,KOLKATA,GAYA,162,232
239,KOLKATA,GOA,4711,5062
240,KOLKATA,GORAKHPUR,2320,2127
241,KOLKATA,GUWAHATI,62345,57312
242,KOLKATA,HYDERABAD,30288,29909
243,KOLKATA,IMPHAL,15171,13169
244,KOLKATA,INDORE,1481,1958
245,KOLKATA,JAIPUR,15237,17905
246,KOLKATA,JAMMU,2214,727
247,KOLKATA,JORHAT,1722,1677
248,KOLKATA,KOCHI,897,882
249,KOLKATA,LUCKNOW,9530,9996
250,KOLKATA,NAGPUR,5491,5466
251,KOLKATA,PATNA,15474,15613
252,KOLKATA,"PORT BLAIR",22062,26428
253,KOLKATA,PUNE,15561,14870
254,KOLKATA,RAIPUR,8674,8333
255,KOLKATA,RANCHI,12328,13133
256,KOLKATA,SHILLONG,740,662
257,KOLKATA,SILCHAR,8812,8512
258,KOLKATA,SRINAGAR,1036,3089
259,KOLKATA,TRIVANDRUM,766,890
260,KOLKATA,VARANASI,2816,3842
261,KOLKATA,VISAKHAPATNAM,6229,7599
262,KOZHIKODE,CHENNAI,1958,1997
263,KOZHIKODE,DELHI,838,1204
264,KOZHIKODE,KOCHI,458,615
265,KOZHIKODE,TRIVANDRUM,2193,2239
266,LEH,SRINAGAR,5721,537
267,LUCKNOW,CHENNAI,1338,1552
268,LUCKNOW,PATNA,3846,3676
269,LUCKNOW,PUNE,2355,1329
270,MADURAI,CHENNAI,33642,33403
271,MADURAI,PUNE,168,0
272,MADURAI,TIRUPATI,0,8
273,MANGALORE,BELGAUM,48,54
274,MANGALORE,CHENNAI,409,459
275,MUMBAI,AURANGABAD,7170,7886
276,MUMBAI,BAGDOGRA,9713,8989
277,MUMBAI,BELGAUM,2168,2064
278,MUMBAI,CHANDIGARH,35252,34684
279,MUMBAI,CHENNAI,101859,91517
280,MUMBAI,COIMBATORE,22691,21415
281,MUMBAI,"DEHRA DUN",5647,5522
282,MUMBAI,DELHI,309060,325674
283,MUMBAI,DIU,831,795
284,MUMBAI,GOA,105807,108349
285,MUMBAI,GUWAHATI,6989,7265
286,MUMBAI,GWALIOR,816,727
287,MUMBAI,HYDERABAD,97056,90864
288,MUMBAI,INDORE,27717,30526
289,MUMBAI,JABALPUR,2197,2152
290,MUMBAI,JAIPUR,40604,46211
291,MUMBAI,JAMMU,7370,1919
292,MUMBAI,JAMNAGAR,3236,3056
293,MUMBAI,JODHPUR,9388,9997
294,MUMBAI,KOCHI,57145,50708
295,MUMBAI,KOLKATA,81914,82374
296,MUMBAI,KOZHIKODE,14239,13361
297,MUMBAI,LEH,5420,0
298,MUMBAI,LUCKNOW,29928,29141
299,MUMBAI,MADURAI,6360,5542
300,MUMBAI,MANGALORE,33116,33122
301,MUMBAI,NAGPUR,32276,33010
302,MUMBAI,PATNA,12449,5409
303,MUMBAI,PUNE,1486,2346
304,MUMBAI,RAIPUR,13441,12041
305,MUMBAI,RAJKOT,12395,12844
306,MUMBAI,RANCHI,1240,8658
307,MUMBAI,SRINAGAR,3931,15224
308,MUMBAI,SURAT,635,830
309,MUMBAI,TRIVANDRUM,15098,14183
310,MUMBAI,UDAIPUR,20149,22210
311,MUMBAI,VARANASI,15609,14608
312,MUMBAI,VISAKHAPATNAM,13218,13939
313,NAGPUR,PUNE,13442,13646
314,PATNA,RAIPUR,0,561
315,"PORT BLAIR",CHENNAI,30037,28260
316,"PORT BLAIR",VISAKHAPATNAM,979,855
317,PUNE,SRINAGAR,208,0
318,RAIPUR,VISAKHAPATNAM,302,274
319,RANCHI,NAGPUR,7,0
320,RANCHI,PATNA,2981,9225
321,TIRUPATI,VIJAYAWADA,580,695
322,TRIVANDRUM,UDAIPUR,3,19
323,VADODARA,BENGALURU,634,551
324,VADODARA,CHENNAI,507,418
325,VADODARA,DELHI,20465,19441
326,VADODARA,HYDERABAD,432,318
327,VADODARA,LUCKNOW,0,194
328,VADODARA,MUMBAI,26842,22553
329,VIJAYAWADA,VISAKHAPATNAM,1827,1913
