S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
1,"AGATTI ISLAND",KOCHI,482,787
2,AHMEDABAD,BENGALURU,15846,13112
3,AHMEDABAD,BHOPAL,1020,720
4,AHMEDABAD,CHENNAI,16090,14762
5,AHMEDABAD,COIMBATORE,946,1204
6,AHMEDABAD,DELHI,59949,55634
7,AHMEDABAD,DIBRUGARH,336,302
8,AHMEDABAD,GOA,5212,5230
9,AHMEDABAD,GUWAHATI,776,861
10,AHMEDABAD,HYDERABAD,9959,8793
11,AHMEDABAD,IMPHAL,0,96
12,AHMEDABAD,INDORE,537,737
13,AHMEDABAD,JAIPUR,3824,3776
14,AHMEDABAD,KOCHI,2495,2027
15,AHMEDABAD,KOLKATA,15614,13532
16,AHMEDABAD,LUCKNOW,1628,1370
17,AHMEDABAD,MUMBAI,97812,88167
18,AHMEDABAD,NAGPUR,1372,1349
19,AHMEDABAD,PUNE,7002,7139
20,AIZAWL,GUWAHATI,1531,1586
21,AIZAWL,IMPHAL,403,403
22,AIZAWL,KOLKATA,3972,4606
23,AMRITSAR,CHENNAI,302,520
24,AMRITSAR,DELHI,29954,22084
25,AMRITSAR,MUMBAI,5448,5525
26,AMRITSAR,SRINAGAR,3225,3687
27,BAGDOGRA,CHENNAI,1413,1394
28,BELGAUM,CHENNAI,1024,959
29,BELGAUM,JABALPUR,6,13
30,BENGALURU,AGARTALA,1209,1069
31,BENGALURU,BAGDOGRA,2865,3020
32,BENGALURU,BELGAUM,3092,3202
33,BENGALURU,CHANDIGARH,10189,11688
34,BENGALURU,CHENNAI,38020,39752
35,BENGALURU,COIMBATORE,6252,6380
36,BENGALURU,"DEHRA DUN",985,1055
37,BENGALURU,DELHI,118191,140253
38,BENGALURU,GOA,26848,26850
39,BENGALURU,GUWAHATI,5264,5410
40,BENGALURU,HUBLI,1448,1635
41,BENGALURU,HYDERABAD,44472,49104
42,BENGALURU,IMPHAL,679,715
43,BENGALURU,INDORE,1552,2223
44,BENGALURU,JAIPUR,20381,23868
45,BENGALURU,JODHPUR,522,465
46,BENGALURU,JORHAT,121,149
47,BENGALURU,KOCHI,28309,27351
48,BENGALURU,KOLKATA,35652,38172
49,BENGALURU,KOZHIKODE,2084,2002
50,BENGALURU,LUCKNOW,6514,7657
51,BENGALURU,MANGALORE,11028,12205
52,BENGALURU,MUMBAI,137305,145400
53,BENGALURU,NAGPUR,4233,3828
54,BENGALURU,PATNA,3327,4059
55,BENGALURU,PUDUCHERRY,327,461
56,BENGALURU,PUNE,47382,50631
57,BENGALURU,RAIPUR,2312,3063
58,BENGALURU,RAJAHMUNDRY,399,0
59,BENGALURU,RAJKOT,359,561
60,BENGALURU,RANCHI,3073,3610
61,BENGALURU,SRINAGAR,803,881
62,BENGALURU,TRIVANDRUM,14528,15383
63,BENGALURU,VARANASI,2486,2663
64,BENGALURU,VIJAYAWADA,4035,4348
65,BENGALURU,VISAKHAPATNAM,10536,11301
66,BHAVNAGAR,MUMBAI,1603,1620
67,BHOPAL,CHANDIGARH,0,284
68,BHOPAL,DELHI,12813,11964
69,BHOPAL,INDORE,121,0
70,BHOPAL,MUMBAI,12950,10936
71,BHOPAL,RAIPUR,0,986
72,BHUBANESWAR,BENGALURU,7869,6993
73,BHUBANESWAR,CHENNAI,2214,2042
74,BHUBANESWAR,COIMBATORE,400,390
75,BHUBANESWAR,DELHI,23026,24047
76,BHUBANESWAR,HYDERABAD,7538,7541
77,BHUBANESWAR,KOLKATA,17044,15709
78,BHUBANESWAR,MUMBAI,17865,17172
79,BHUBANESWAR,"PORT BLAIR",116,0
80,BHUBANESWAR,VISAKHAPATNAM,588,729
81,BHUJ,DELHI,312,308
82,BHUJ,MUMBAI,6163,4878
83,CHANDIGARH,CHENNAI,1707,797
84,CHANDIGARH,SRINAGAR,6801,7053
85,CHENNAI,PUNE,29606,32123
86,CHENNAI,RAIPUR,2047,2387
87,CHENNAI,SRINAGAR,755,610
88,CHENNAI,TIRUCHIRAPALLY,7583,7733
89,CHENNAI,TRIVANDRUM,10651,10000
90,CHENNAI,TUTICORIN,4936,4271
91,CHENNAI,VIJAYAWADA,1962,2282
92,CHENNAI,VISAKHAPATNAM,5603,5612
93,COIMBATORE,CHENNAI,28165,29375
94,COIMBATORE,DELHI,10290,12576
95,COIMBATORE,HYDERABAD,6179,5730
96,"DEHRA DUN",DELHI,18124,17987
97,"DEHRA DUN",TRIVANDRUM,88,107
98,DELHI,AGARTALA,1550,1467
99,DELHI,ALLAHABAD,3688,3472
100,DELHI,AURANGABAD,3484,4606
101,DELHI,BAGDOGRA,25159,26710.0000001
102,DELHI,CHANDIGARH,18372,19578
103,DELHI,CHENNAI,89573,80141
104,DELHI,DHARAMSALA,3943,3597
105,DELHI,DIBRUGARH,5264,3873
106,DELHI,DIMAPUR,1353,1381
107,DELHI,GAYA,1178,699
108,DELHI,GOA,33067,33338
109,DELHI,GUWAHATI,33126,28542
110,DELHI,GWALIOR,142,0
111,DELHI,HYDERABAD,80779,78087
112,DELHI,IMPHAL,7147,5343
113,DELHI,INDORE,19250,20866
114,DELHI,JABALPUR,2906,2851
115,DELHI,JAIPUR,19422,20944
116,DELHI,JAMMU,32751,24441
117,DELHI,JODHPUR,4462,4806
118,DELHI,KHAJURAHO,308,289
119,DELHI,KULLU,741,519
120,DELHI,LEH,19635,18022
121,DELHI,LUCKNOW,60568,53407
122,DELHI,MANGALORE,2345,1171
123,DELHI,NAGPUR,13946,14461
