S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
1,AGARTALA,CHENNAI,360,441
2,AGARTALA,VISAKHAPATNAM,27,0
3,"AGATTI ISLAND",KOCHI,448,686
4,AHMEDABAD,BENGALURU,16998,18289
5,AHMEDABAD,CHENNAI,12454,13523
6,AHMEDABAD,COIMBATORE,531,0
7,AHMEDABAD,DELHI,71470,72291
8,AHMEDABAD,GOA,3886,3826
9,AHMEDABAD,GUWAHATI,609,349
10,AHMEDABAD,HYDERABAD,16103,15500
11,AHMEDABAD,JAIPUR,3109,2914
12,AHMEDABAD,KOCHI,932,1222
13,AHMEDABAD,KOLKATA,10898,10307
14,AHMEDABAD,MUMBAI,87216,85592
15,AHMEDABAD,PUNE,14686,14531
16,AHMEDABAD,VISAKHAPATNAM,298,568
17,AIZAWL,AHMEDABAD,0,19
18,AIZAWL,DELHI,615,526
19,AIZAWL,GUWAHATI,2213,1743
20,AIZAWL,IMPHAL,431,449
21,AIZAWL,KOLKATA,3675,3710
22,AMRITSAR,BENGALURU,99,151
23,AMRITSAR,CHENNAI,105,232
24,AMRITSAR,DELHI,32141,34436
25,AMRITSAR,MUMBAI,5518,5832
26,AMRITSAR,SRINAGAR,3278,4509
27,BAGDOGRA,CHENNAI,1915,2434
28,BELGAUM,JABALPUR,16,19
29,BENGALURU,AGARTALA,330,295
30,BENGALURU,BAGDOGRA,830,562
31,BENGALURU,BELGAUM,2219,2215
32,BENGALURU,CHANDIGARH,9788,8968
33,BENGALURU,CHENNAI,48448,52110
34,BENGALURU,COIMBATORE,8166,8936
35,BENGALURU,"DEHRA DUN",264,256
36,BENGALURU,DELHI,168280,158778
37,BENGALURU,GOA,32173,30645
38,BENGALURU,GUWAHATI,9839,8155
39,BENGALURU,HUBLI,565,589
40,BENGALURU,HYDERABAD,60359,57702
41,BENGALURU,IMPHAL,60,657
42,BENGALURU,INDORE,1089,1460
43,BENGALURU,JAIPUR,21465,19160
44,BENGALURU,JODHPUR,364,283
45,BENGALURU,JORHAT,65,63
46,BENGALURU,KOCHI,26666,27360
47,BENGALURU,KOLKATA,61266,48462
48,BENGALURU,KOZHIKODE,2060,1914
49,BENGALURU,LUCKNOW,10498,9033
50,BENGALURU,MADURAI,1703,1739
51,BENGALURU,MANGALORE,13007,13321
52,BENGALURU,MUMBAI,142448,136344
53,BENGALURU,NAGPUR,3793,3901
54,BENGALURU,PATNA,7594,1241
55,BENGALURU,PUNE,57058,56690
56,BENGALURU,RAIPUR,2287,2259
57,BENGALURU,RAJAHMUNDRY,32,32
58,BENGALURU,RAJKOT,204,127
59,BENGALURU,RANCHI,2028,5947
60,BENGALURU,SRINAGAR,191,180
61,BENGALURU,TRIVANDRUM,19863,20395
62,BENGALURU,VARANASI,2950,3315
63,BENGALURU,VIJAYAWADA,7533,7604
64,BENGALURU,VISAKHAPATNAM,21901,20878
65,BHAVNAGAR,MUMBAI,715,705
66,BHOPAL,DELHI,12986,12822
67,BHOPAL,HYDERABAD,189,148
68,BHOPAL,JABALPUR,582,729
69,BHOPAL,MUMBAI,14979,12769
70,BHOPAL,RAIPUR,671,1516
71,BHUBANESWAR,BENGALURU,6841,7298
72,BHUBANESWAR,CHENNAI,2110,1789
73,BHUBANESWAR,COIMBATORE,261,279
74,BHUBANESWAR,DELHI,29778,29888
75,BHUBANESWAR,HYDERABAD,6172,6312
76,BHUBANESWAR,KOLKATA,12188,11135
77,BHUBANESWAR,MUMBAI,18113,18872
78,BHUBANESWAR,VARANASI,1372,1386
79,BHUBANESWAR,VISAKHAPATNAM,539,990
80,BHUJ,DELHI,367,333
81,BHUJ,MUMBAI,7108,7020
82,CHANDIGARH,CHENNAI,385,303
83,CHANDIGARH,SRINAGAR,3380,3911
84,CHENNAI,PUNE,36700,37422
85,CHENNAI,RAIPUR,1221,1214
86,CHENNAI,RAJAHMUNDRY,1045,1291
87,CHENNAI,TIRUCHIRAPALLY,7313,8618
88,CHENNAI,TRIVANDRUM,15014,15860
89,CHENNAI,TUTICORIN,4445,4347
90,CHENNAI,VIJAYAWADA,2412,2588
91,CHENNAI,VISAKHAPATNAM,12566,11800
92,COIMBATORE,AGARTALA,55,115
93,COIMBATORE,CHENNAI,32066,31629
94,COIMBATORE,DELHI,9098,8441
95,COIMBATORE,HYDERABAD,11041,10893
96,COIMBATORE,VISAKHAPATNAM,310,266
97,CUDDAPAH,HYDERABAD,0,107
98,CUDDAPAH,TIRUPATI,96,0
99,CUDDAPAH,VIJAYAWADA,75,66
100,"DEHRA DUN",CHENNAI,324,0
101,"DEHRA DUN",DELHI,27823,29042
102,"DEHRA DUN",HYDERABAD,451,673
103,"DEHRA DUN",MADURAI,9,0
104,DELHI,AGARTALA,1727,1442
105,DELHI,ALLAHABAD,1953,1844
106,DELHI,AURANGABAD,2918,3306
107,DELHI,BAGDOGRA,25716,27899
108,DELHI,CHANDIGARH,25496,26142
109,DELHI,CHENNAI,92530,107010
110,DELHI,DHARAMSALA,5283,4630
111,DELHI,DIBRUGARH,3047,1424
112,DELHI,DIMAPUR,393,461
113,DELHI,GAYA,3436,2680
114,DELHI,GOA,58849,59106
115,DELHI,GORAKHPUR,1478,1313
116,DELHI,GUWAHATI,60299,56233
117,DELHI,HYDERABAD,86342,92321
118,DELHI,IMPHAL,3340,4134
119,DELHI,INDORE,22488,23023
120,DELHI,JABALPUR,3767,3707
121,DELHI,JAIPUR,33655,32355
122,DELHI,JAMMU,29805,23910
123,DELHI,JODHPUR,5056,4921
124,DELHI,KHAJURAHO,290,266
125,DELHI,KULLU,1252,885
126,DELHI,LEH,19266,22398
127,DELHI,LUCKNOW,84336,79644
128,DELHI,MADURAI,427,462
129,DELHI,MANGALORE,626,827
130,DELHI,NAGPUR,14847,16007
131,DELHI,PANTNAGAR,580,549
132,DELHI,PATNA,53410,49929
133,DELHI,"PORT BLAIR",2317,2483
134,DELHI,PUNE,90116,93807
135,DELHI,RAIPUR,18716,19532
136,DELHI,RAJKOT,856,881
137,DELHI,RANCHI,22057,20448
138,DELHI,SRINAGAR,33816,43929
139,DELHI,SURAT,5795,5445
140,DELHI,TIRUPATI,1961,1615
141,DELHI,TRIVANDRUM,10333,11860
142,DELHI,UDAIPUR,18783,19464
143,DELHI,VARANASI,36187,33595
144,DELHI,VIJAYAWADA,5120,5824
145,DELHI,VISAKHAPATNAM,10719,11541
146,DIBRUGARH,DIMAPUR,15,13
147,DIBRUGARH,GUWAHATI,2247,1107
148,GAYA,VARANASI,211,0
149,GOA,CHENNAI,6259,6384
150,GOA,HYDERABAD,12762,12536
151,GOA,INDORE,2574,2022
152,GOA,LUCKNOW,3,1
153,GOA,MADURAI,20,12
154,GOA,PATNA,380,378
155,GOA,PUNE,6381,6357
156,GOA,RAIPUR,581,635
157,GOA,VARANASI,353,338
158,GUWAHATI,AGARTALA,7147,7955
159,GUWAHATI,BAGDOGRA,4816,2309
160,GUWAHATI,CHENNAI,5167,6284
161,GUWAHATI,GOA,110,204
162,GUWAHATI,HYDERABAD,204,284
163,GUWAHATI,IMPHAL,16833,18599
164,GUWAHATI,JAIPUR,584,711
165,GUWAHATI,JORHAT,334,787
166,GUWAHATI,LILABARI,188,191
167,GUWAHATI,SILCHAR,1787,1710
168,HYDERABAD,AGARTALA,89,61
169,HYDERABAD,AURANGABAD,1578,1585
170,HYDERABAD,CHANDIGARH,676,621
171,HYDERABAD,CHENNAI,44805,45566
172,HYDERABAD,INDORE,3876,3850
173,HYDERABAD,JABALPUR,475,433
174,HYDERABAD,JAIPUR,7595,6785
175,HYDERABAD,LUCKNOW,3519,2934
176,HYDERABAD,MADURAI,2183,2201
177,HYDERABAD,MANGALORE,905,846
