S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
1,AGARTALA,CHENNAI,871,998
2,AGARTALA,VISAKHAPATNAM,78,0
3,"AGATTI ISLAND",BENGALURU,0,17
4,"AGATTI ISLAND",KOCHI,898,928
5,AGRA,DELHI,0,9
6,AGRA,KHAJURAHO,93,0
7,AGRA,VARANASI,0,323
8,AHMEDABAD,BENGALURU,21654,27405
9,AHMEDABAD,CHENNAI,17259,17356
10,AHMEDABAD,COIMBATORE,950,205
11,AHMEDABAD,DELHI,77122,77984
12,AHMEDABAD,GOA,13087,14137
13,AHMEDABAD,GUWAHATI,1233,1136
14,AHMEDABAD,HYDERABAD,17335,17221
15,AHMEDABAD,JAIPUR,9149,7554
16,AHMEDABAD,JORHAT,9,25
17,AHMEDABAD,KOCHI,5046,4743
18,AHMEDABAD,KOLKATA,12217,12597
19,AHMEDABAD,KOZHIKODE,276,243
20,AHMEDABAD,LUCKNOW,4681,4423
21,AHMEDABAD,MUMBAI,83349,69435
22,AHMEDABAD,NAGPUR,463,522
23,AHMEDABAD,PUNE,16675,16225
24,AHMEDABAD,VISAKHAPATNAM,418,574
25,AIZAWL,AHMEDABAD,25,15
26,AIZAWL,BENGALURU,20,18
27,AIZAWL,DELHI,1043,673
28,AIZAWL,GUWAHATI,4211,3710
29,AIZAWL,IMPHAL,279,291
30,AIZAWL,KOLKATA,5550,5717
31,AMRITSAR,BENGALURU,198,231
32,AMRITSAR,CHENNAI,138,132
33,AMRITSAR,DELHI,47411,45530
34,AMRITSAR,JAIPUR,67,0
35,AMRITSAR,JODHPUR,0,3
36,AMRITSAR,MUMBAI,10657,10847
37,AMRITSAR,SRINAGAR,1002,1046
38,BAGDOGRA,CHENNAI,1046,1341
39,BAGDOGRA,RANCHI,0,4
40,BELGAUM,JABALPUR,27,42
41,BENGALURU,AGARTALA,1050,767
42,BENGALURU,BAGDOGRA,2247,1457
43,BENGALURU,BELGAUM,2157,2173
44,BENGALURU,CHANDIGARH,14110,12956
45,BENGALURU,CHENNAI,36392,36315
46,BENGALURU,COIMBATORE,4968,5146
47,BENGALURU,"DEHRA DUN",0,421
48,BENGALURU,DELHI,156713,152664
49,BENGALURU,GOA,28212,31292
50,BENGALURU,GUWAHATI,13806,14420
51,BENGALURU,HUBLI,790,830
52,BENGALURU,HYDERABAD,64847,64648
53,BENGALURU,IMPHAL,827,887
54,BENGALURU,INDORE,4437,3904
55,BENGALURU,JAIPUR,16395,15958
56,BENGALURU,JODHPUR,138,124
57,BENGALURU,JORHAT,111,91
58,BENGALURU,KOCHI,22640,20658
59,BENGALURU,KOLKATA,57849,56087
60,BENGALURU,KOZHIKODE,1625,1433
61,BENGALURU,LUCKNOW,9288,8991
62,BENGALURU,MADURAI,1460,1625
63,BENGALURU,MANGALORE,9554,9632
64,BENGALURU,MUMBAI,119166,123270
65,BENGALURU,NAGPUR,4194,4474
66,BENGALURU,PATNA,11292,7044
67,BENGALURU,PUNE,48724,49838
68,BENGALURU,RAIPUR,1046,1612
69,BENGALURU,RAJAHMUNDRY,192,0
70,BENGALURU,RAJKOT,189,134
71,BENGALURU,RANCHI,6291,9181
72,BENGALURU,SRINAGAR,1019,680
73,BENGALURU,TRIVANDRUM,17439,18401
74,BENGALURU,UDAIPUR,415,297
75,BENGALURU,VARANASI,7113,5770
76,BENGALURU,VIJAYAWADA,4106,3987
77,BENGALURU,VISAKHAPATNAM,18584,17793
78,BHATINDA,DELHI,438,453
79,BHAVNAGAR,MUMBAI,762,723
80,BHOPAL,DELHI,11829,11469
81,BHOPAL,JABALPUR,744,768
82,BHOPAL,MUMBAI,12418,11119
83,BHOPAL,RAIPUR,785,1298
84,BHUBANESWAR,BENGALURU,11752,9709
85,BHUBANESWAR,CHENNAI,1660,1332
86,BHUBANESWAR,COIMBATORE,423,299
87,BHUBANESWAR,DELHI,37793,38525
88,BHUBANESWAR,HYDERABAD,21941,24537
89,BHUBANESWAR,INDORE,8,0
90,BHUBANESWAR,KOLKATA,19422,19672
91,BHUBANESWAR,MUMBAI,15714,15812
92,BHUBANESWAR,VARANASI,421,392
93,BHUBANESWAR,VISAKHAPATNAM,532,1075
94,BHUJ,DELHI,420,299
95,BHUJ,MUMBAI,7100,6816
96,CHANDIGARH,CHENNAI,1375,1597
97,CHANDIGARH,JAIPUR,885,737
98,CHANDIGARH,JAMMU,139,156
99,CHANDIGARH,LEH,1470,648
100,CHANDIGARH,PUNE,2824,3045
101,CHANDIGARH,SRINAGAR,6659,6717
102,CHENNAI,PUNE,35631,38573
103,CHENNAI,RAIPUR,920,0
104,CHENNAI,RAJAHMUNDRY,882,914
105,CHENNAI,TIRUCHIRAPALLY,5850,6029
106,CHENNAI,TRIVANDRUM,9244,10044
107,CHENNAI,TUTICORIN,5727,5433
108,CHENNAI,VIJAYAWADA,3681,3973
109,CHENNAI,VISAKHAPATNAM,12134,11574
110,COIMBATORE,AGARTALA,66,63
111,COIMBATORE,CHENNAI,34079,33135
112,COIMBATORE,DELHI,9854,9549
113,COIMBATORE,HYDERABAD,14442,13284
114,COIMBATORE,MANGALORE,0,18
115,COIMBATORE,VISAKHAPATNAM,292,223
116,"DEHRA DUN",CHENNAI,717,0
117,"DEHRA DUN",DELHI,36816,36260
118,"DEHRA DUN",HYDERABAD,476,948
119,"DEHRA DUN",JAIPUR,0,51
120,"DEHRA DUN",LUCKNOW,2595,2477
121,"DEHRA DUN",SRINAGAR,98,251
122,DELHI,AGARTALA,2041,2146
123,DELHI,ALLAHABAD,1837,1864
124,DELHI,AURANGABAD,3222,3365
125,DELHI,BAGDOGRA,46985,43216
126,DELHI,CHANDIGARH,32945,34230
127,DELHI,CHENNAI,96464,98680
128,DELHI,DHARAMSALA,4616,4224
129,DELHI,DIBRUGARH,5101,3501
130,DELHI,DIMAPUR,743,809
131,DELHI,DURGAPUR,81,724
132,DELHI,GAYA,1683,1657
133,DELHI,GOA,80374,84066
134,DELHI,GORAKHPUR,3961,3741
135,DELHI,GUWAHATI,51584,53323
136,DELHI,HYDERABAD,95820,95827
137,DELHI,IMPHAL,5726,6294
138,DELHI,INDORE,25753,26066
139,DELHI,JABALPUR,4108,4158
140,DELHI,JAIPUR,31910,31154
141,DELHI,JAMMU,30395,31100
142,DELHI,JODHPUR,8938,9847
143,DELHI,JORHAT,116,181
144,DELHI,KANPUR,456,414
145,DELHI,KHAJURAHO,663,558
146,DELHI,KULLU,1204,718
147,DELHI,LEH,16790,7173
148,DELHI,LUCKNOW,83314,79541
149,DELHI,MADURAI,2325,2189
150,DELHI,MANGALORE,3128,2779
151,DELHI,NAGPUR,18769,17919
152,DELHI,PANTNAGAR,690,746
153,DELHI,PATNA,64972,64867
154,DELHI,"PORT BLAIR",5064,4758
155,DELHI,PUNE,105364,105063
156,DELHI,RAIPUR,20036,20652
157,DELHI,RAJKOT,189,259
158,DELHI,RANCHI,33951,31091
159,DELHI,SRINAGAR,59765,51847
160,DELHI,SURAT,10387,10124
161,DELHI,TIRUPATI,2303,2105
162,DELHI,TRIVANDRUM,12736,15456
163,DELHI,UDAIPUR,19799,21169
164,DELHI,VARANASI,35245,36327
165,DELHI,VIJAYAWADA,6322,6288
166,DELHI,VISAKHAPATNAM,10874,10869
167,DIBRUGARH,GUWAHATI,3022,1339
168,GAYA,VARANASI,52,0
169,GOA,CHENNAI,6326,9286
170,GOA,HYDERABAD,26597,23211
171,GOA,INDORE,3475,4161
172,GOA,JAIPUR,0,85
173,GOA,LUCKNOW,229,216
174,GOA,MADURAI,14,0
175,GOA,PATNA,1300,859
176,GOA,PUNE,6936,6786
177,GOA,RAIPUR,840,665
178,GOA,SRINAGAR,0,3
179,GOA,UDAIPUR,0,94
180,GOA,VARANASI,428,85
181,GUWAHATI,AGARTALA,9064,9525
182,GUWAHATI,BAGDOGRA,3841,10207
183,GUWAHATI,CHENNAI,9313,10540
184,GUWAHATI,GOA,496,569
185,GUWAHATI,GORAKHPUR,0,22
186,GUWAHATI,HYDERABAD,5754,4326
187,GUWAHATI,IMPHAL,13810,15115
188,GUWAHATI,JAIPUR,1082,1146
189,GUWAHATI,JORHAT,1337,1237
190,GUWAHATI,LILABARI,205,223
191,GUWAHATI,LUCKNOW,1019,1074
192,GUWAHATI,RAIPUR,150,102
193,GUWAHATI,SILCHAR,3547,3793
194,GUWAHATI,TEZPUR,22,41
195,HYDERABAD,AGARTALA,131,32
196,HYDERABAD,AURANGABAD,1607,1493
197,HYDERABAD,BAGDOGRA,3798,1017
198,HYDERABAD,CHANDIGARH,3946,3360
199,HYDERABAD,CHENNAI,50733,52474
200,HYDERABAD,INDORE,5852,6967
201,HYDERABAD,JABALPUR,2556,2522
202,HYDERABAD,JAIPUR,11821,11944
203,HYDERABAD,LUCKNOW,4856,4850
204,HYDERABAD,MADURAI,3752,3839
205,HYDERABAD,MANGALORE,2551,2718
206,HYDERABAD,NAGPUR,191,0
207,HYDERABAD,"PORT BLAIR",3178,3702
208,HYDERABAD,PUNE,16354,17065
209,HYDERABAD,RAIPUR,9407,11750
210,HYDERABAD,RAJAHMUNDRY,8148,8185
211,HYDERABAD,SRINAGAR,21,0
212,HYDERABAD,TIRUPATI,17882,17858
213,HYDERABAD,TRIVANDRUM,857,532
214,HYDERABAD,UDAIPUR,0,582
215,HYDERABAD,VARANASI,10347,9754
216,HYDERABAD,VIJAYAWADA,10111,11184
217,HYDERABAD,VISAKHAPATNAM,31979,34959
218,IMPHAL,AGARTALA,1292,1044
219,IMPHAL,PUNE,15,299
220,INDORE,CHENNAI,448,467
221,INDORE,NAGPUR,2509,1720
222,INDORE,PUNE,3793,4334
223,INDORE,RAIPUR,4094,3597
224,INDORE,RANCHI,0,9
225,JAIPUR,CHENNAI,6065,6082
226,JAIPUR,JODHPUR,32,33
227,JAIPUR,LUCKNOW,0,35
228,JAIPUR,PUNE,9323,8833
229,JAIPUR,SRINAGAR,217,0
230,JAIPUR,UDAIPUR,1904,1603
231,JAMMU,LEH,1538,1016
232,JAMMU,SRINAGAR,23376,21234
233,KHAJURAHO,VARANASI,3746,1921
234,KOCHI,CHANDIGARH,16,5
235,KOCHI,CHENNAI,25069,24459
236,KOCHI,DELHI,35871,35531
237,KOCHI,HYDERABAD,22142,19280
238,KOCHI,"PORT BLAIR",357,0
239,KOCHI,PUNE,8316,8225
240,KOCHI,TRIVANDRUM,2172,3105
241,KOLKATA,AGARTALA,32259,34578
242,KOLKATA,BAGDOGRA,30566,32914
243,KOLKATA,CHANDIGARH,1074,1028
244,KOLKATA,CHENNAI,53248,55303
245,KOLKATA,COIMBATORE,856,1079
246,KOLKATA,DELHI,123426,126247
247,KOLKATA,DIBRUGARH,6935,6656
248,KOLKATA,DIMAPUR,5410,5540
249,KOLKATA,DURGAPUR,85,14
250,KOLKATA,GAYA,396,838
251,KOLKATA,GOA,3824,3555
252,KOLKATA,GORAKHPUR,1860,1926
253,KOLKATA,GUWAHATI,52389,51810
254,KOLKATA,HYDERABAD,25198,28398
255,KOLKATA,IMPHAL,13990,14388
256,KOLKATA,INDORE,1788,2257
257,KOLKATA,JAIPUR,15974,16737
258,KOLKATA,JORHAT,1337,1157
259,KOLKATA,KOCHI,448,1006
260,KOLKATA,LUCKNOW,9683,10189
261,KOLKATA,NAGPUR,4662,4230
262,KOLKATA,PATNA,12800,14350
263,KOLKATA,"PORT BLAIR",24624,26770
264,KOLKATA,PUNE,9288,9050
265,KOLKATA,RAIPUR,5198,5290
266,KOLKATA,RANCHI,4164,4173
267,KOLKATA,SHILLONG,640,493
268,KOLKATA,SILCHAR,7926,8009
269,KOLKATA,TRIVANDRUM,748,1060
270,KOLKATA,UDAIPUR,0,253
271,KOLKATA,VARANASI,2809,4099
272,KOLKATA,VISAKHAPATNAM,4614,6068
273,KOZHIKODE,CHENNAI,4263,4525
274,KOZHIKODE,DELHI,762,881
275,KOZHIKODE,KOCHI,396,261
276,KOZHIKODE,TRIVANDRUM,1396,986
277,LEH,SRINAGAR,1698,571
278,LUCKNOW,CHENNAI,1104,987
279,LUCKNOW,PATNA,2694,3370
280,LUCKNOW,PUNE,1264,1328
281,MADURAI,CHENNAI,26185,26609
282,MADURAI,PUNE,60,0
283,MADURAI,TIRUPATI,0,17
284,MANGALORE,BELGAUM,46,46
285,MANGALORE,CHENNAI,551,0
286,MUMBAI,AGARTALA,24,50
287,MUMBAI,AURANGABAD,8114,9031
288,MUMBAI,BAGDOGRA,3298,3005
289,MUMBAI,BELGAUM,2017,2086
290,MUMBAI,CHANDIGARH,32342,32152
291,MUMBAI,CHENNAI,87704,89692
292,MUMBAI,COIMBATORE,16918,18147
293,MUMBAI,"DEHRA DUN",5878,5765
294,MUMBAI,DELHI,287242,292065
295,MUMBAI,DIU,760,670
296,MUMBAI,GOA,103347,113628
297,MUMBAI,GUWAHATI,6896,7588
298,MUMBAI,GWALIOR,851,791
299,MUMBAI,HYDERABAD,76686,77499
300,MUMBAI,INDORE,27505,28902
301,MUMBAI,JABALPUR,2184,2115
302,MUMBAI,JAIPUR,39954,42135
303,MUMBAI,JAMMU,7215,1685
304,MUMBAI,JAMNAGAR,2570,2351
305,MUMBAI,JODHPUR,8232,8018
306,MUMBAI,KOCHI,43035,45273
307,MUMBAI,KOLKATA,70934,70767
308,MUMBAI,KOZHIKODE,9862,10834
309,MUMBAI,LUCKNOW,28030,27788
310,MUMBAI,MADURAI,2571,2496
311,MUMBAI,MANGALORE,22460,22308
312,MUMBAI,NAGPUR,30671,32183
313,MUMBAI,PATNA,11309,4701
314,MUMBAI,"PORT BLAIR",1701,1781
315,MUMBAI,PUNE,1610,2457
316,MUMBAI,RAIPUR,17076,15227
317,MUMBAI,RAJKOT,15574,16212
318,MUMBAI,RANCHI,1508,8013
319,MUMBAI,SRINAGAR,630,5683
320,MUMBAI,SURAT,445,599
321,MUMBAI,TRIVANDRUM,11941,13083
322,MUMBAI,UDAIPUR,20394,22071
323,MUMBAI,VARANASI,15271,14847
324,MUMBAI,VISAKHAPATNAM,9208,8793
325,NAGPUR,PUNE,13165,11882
326,NAGPUR,RAIPUR,7,0
327,PATNA,RAIPUR,321,546
328,"PORT BLAIR",CHENNAI,24293,22028
329,"PORT BLAIR",VISAKHAPATNAM,642,609
330,PUNE,RAIPUR,347,351
331,PUNE,SRINAGAR,7,0
332,RAIPUR,VISAKHAPATNAM,428,0
333,RAJKOT,SURAT,0,2
334,RANCHI,PATNA,2628,9153
335,TRIVANDRUM,UDAIPUR,15,14
336,VADODARA,BENGALURU,0,492
337,VADODARA,CHENNAI,352,402
338,VADODARA,DELHI,16661,16734
339,VADODARA,GOA,160,189
340,VADODARA,HYDERABAD,471,227
341,VADODARA,KOLKATA,407,0
342,VADODARA,LUCKNOW,208,147
343,VADODARA,MUMBAI,25236,20912
344,VIJAYAWADA,VARANASI,1075,980
345,VIJAYAWADA,VISAKHAPATNAM,836,674
