S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
1,AGARTALA,CHENNAI,967,996
2,AGARTALA,VISAKHAPATNAM,69,0
3,"AGATTI ISLAND",KOCHI,1020,1128
4,AGRA,DELHI,0,41
5,AGRA,KHAJURAHO,275,0
6,AGRA,VARANASI,0,889
7,AHMEDABAD,BENGALURU,28613,27751
8,AHMEDABAD,CHENNAI,20286,21170
9,AHMEDABAD,COIMBATORE,1130,0
10,AHMEDABAD,DELHI,76938,86546
11,AHMEDABAD,GOA,13044,12884
12,AHMEDABAD,GUWAHATI,694,437
13,AHMEDABAD,HYDERABAD,19167,19221
14,AHMEDABAD,JAIPUR,4074,4282
15,AHMEDABAD,KOCHI,1757,1751
16,AHMEDABAD,KOLKATA,14887,14452
17,AHMEDABAD,LUCKNOW,4798,4724
18,AHMEDABAD,MUMBAI,88857,88115
19,AHMEDABAD,NAGPUR,24,25
20,AHMEDABAD,PUNE,17763,17744
21,AHMEDABAD,VISAKHAPATNAM,593,905
22,AIZAWL,AHMEDABAD,4,22
23,AIZAWL,DELHI,576,1038
24,AIZAWL,GUWAHATI,4314,4373
25,AIZAWL,IMPHAL,520,0
26,AIZAWL,KOLKATA,5634,7038
27,AMRITSAR,BENGALURU,161,156
28,AMRITSAR,CHENNAI,309,295
29,AMRITSAR,DELHI,35667,37647
30,AMRITSAR,MUMBAI,6283,6298
31,BAGDOGRA,CHENNAI,909,1989
32,BELGAUM,JABALPUR,23,14
33,BENGALURU,AGARTALA,716,722
34,BENGALURU,BAGDOGRA,2601,1742
35,BENGALURU,BELGAUM,2263,2146
36,BENGALURU,CHANDIGARH,13168,13912
37,BENGALURU,CHENNAI,43067,41662
38,BENGALURU,COIMBATORE,6181,6333
39,BENGALURU,"DEHRA DUN",756,815
40,BENGALURU,DELHI,172364,180619
41,BENGALURU,GOA,40453,39129
42,BENGALURU,GUWAHATI,19338,17686
43,BENGALURU,HUBLI,880,941
44,BENGALURU,HYDERABAD,81027,80276
45,BENGALURU,IMPHAL,644,754
46,BENGALURU,INDORE,4770,5629
47,BENGALURU,JAIPUR,23707,24479
48,BENGALURU,JODHPUR,240,349
49,BENGALURU,JORHAT,181,157
50,BENGALURU,KOCHI,35585,34709
51,BENGALURU,KOLKATA,75616,71642
52,BENGALURU,KOZHIKODE,1946,1860
53,BENGALURU,LUCKNOW,9832,11842
54,BENGALURU,MADURAI,1660,1427
55,BENGALURU,MANGALORE,14787,13135
56,BENGALURU,MUMBAI,151171,154641
57,BENGALURU,NAGPUR,8135,8678
58,BENGALURU,PATNA,13753,9634
59,BENGALURU,"PORT BLAIR",3764,3597
60,BENGALURU,PUNE,63048,64193
61,BENGALURU,RAIPUR,3783,3327
62,BENGALURU,RAJAHMUNDRY,614,83
63,BENGALURU,RAJKOT,302,187
64,BENGALURU,RANCHI,3428,8965
65,BENGALURU,SRINAGAR,598,650
66,BENGALURU,TRIVANDRUM,23815,23055
67,BENGALURU,VARANASI,6111,5768
68,BENGALURU,VIJAYAWADA,7760,7767
69,BENGALURU,VISAKHAPATNAM,22869,22315
70,BHATINDA,DELHI,290,321
71,BHAVNAGAR,MUMBAI,872,845
72,BHOPAL,DELHI,10649,10770
73,BHOPAL,JABALPUR,768,801
74,BHOPAL,MUMBAI,14054,12303
75,BHOPAL,RAIPUR,752,1561
76,BHUBANESWAR,BENGALURU,16678,16444
77,BHUBANESWAR,CHENNAI,2968,2392
78,BHUBANESWAR,COIMBATORE,393,346
79,BHUBANESWAR,DELHI,42914,47816
80,BHUBANESWAR,HYDERABAD,15489,16168
81,BHUBANESWAR,KOLKATA,21741,19503
82,BHUBANESWAR,MUMBAI,22086,21211
83,BHUBANESWAR,VARANASI,1529,1849
84,BHUBANESWAR,VISAKHAPATNAM,827,925
85,BHUJ,DELHI,443,452
86,BHUJ,MUMBAI,8412,8808
87,CHANDIGARH,CHENNAI,66,220
88,CHANDIGARH,LEH,54,98
89,CHANDIGARH,SRINAGAR,6394,5645
90,CHENNAI,PATNA,7,0
91,CHENNAI,PUNE,36788,37457
92,CHENNAI,RAIPUR,1619,311
93,CHENNAI,RAJAHMUNDRY,1635,1616
94,CHENNAI,TIRUCHIRAPALLY,6398,7417
95,CHENNAI,TRIVANDRUM,13709,13020
96,CHENNAI,TUTICORIN,4248,4070
97,CHENNAI,VIJAYAWADA,2931,4076
98,CHENNAI,VISAKHAPATNAM,13487,12337
99,COIMBATORE,AGARTALA,77,76
100,COIMBATORE,CHENNAI,34205,33848
101,COIMBATORE,DELHI,10557,12599
102,COIMBATORE,HYDERABAD,11205,11221
103,COIMBATORE,TIRUPATI,377,325
104,COIMBATORE,VISAKHAPATNAM,469,321
105,CUDDAPAH,VIJAYAWADA,52,23
106,"DEHRA DUN",CHENNAI,249,0
107,"DEHRA DUN",DELHI,30672,27249
108,"DEHRA DUN",HYDERABAD,663,743
109,"DEHRA DUN",MADURAI,15,0
110,"DEHRA DUN",SRINAGAR,0,259
111,DELHI,AGARTALA,3396,2850
112,DELHI,ALLAHABAD,1599,1614
113,DELHI,AURANGABAD,3352,3464
114,DELHI,BAGDOGRA,40805,31489
115,DELHI,CHANDIGARH,23546,23509
116,DELHI,CHENNAI,98375,88122
117,DELHI,DHARAMSALA,3917,3891
118,DELHI,DIBRUGARH,5183,3364
119,DELHI,DIMAPUR,1098,838
120,DELHI,GAYA,3284,2429
121,DELHI,GOA,82099,75987
122,DELHI,GUWAHATI,60647,63818
123,DELHI,HYDERABAD,108758,93272
124,DELHI,IMPHAL,7731,5798
125,DELHI,INDORE,28751,27115
126,DELHI,JABALPUR,3880,3806
127,DELHI,JAIPUR,34424,31679
128,DELHI,JAMMU,30558,28488
129,DELHI,JODHPUR,9399,8827
130,DELHI,KANPUR,614,583
131,DELHI,KHAJURAHO,537,749
132,DELHI,KULLU,327,211
133,DELHI,LEH,5113,11926
134,DELHI,LUCKNOW,81121,77133
135,DELHI,MADURAI,816,783
136,DELHI,MANGALORE,437,529
137,DELHI,NAGPUR,23550,22444
138,DELHI,PANTNAGAR,423,361
139,DELHI,PATNA,50557,55227
140,DELHI,"PORT BLAIR",4744,3698
141,DELHI,PUNE,105384,99164
142,DELHI,RAIPUR,22029,21028
143,DELHI,RAJKOT,1290,1167
144,DELHI,RANCHI,37063,32954
145,DELHI,SRINAGAR,33976,35449
146,DELHI,SURAT,9060,7826
147,DELHI,TIRUPATI,1934,1468
148,DELHI,TRIVANDRUM,15620,16219
149,DELHI,UDAIPUR,26183,24858
150,DELHI,VARANASI,38839,39489
151,DELHI,VIJAYAWADA,7444,5481
152,DELHI,VISAKHAPATNAM,15559,11543
153,DIBRUGARH,GUWAHATI,2906,1554
154,GAYA,VARANASI,355,0
155,GOA,CHENNAI,6206,6258
156,GOA,HYDERABAD,17435,17461
157,GOA,INDORE,3986,4175
158,GOA,LUCKNOW,417,1211
159,GOA,PUNE,6863,7032
160,GOA,RAIPUR,1063,1097
161,GOA,VARANASI,0,415
162,GUWAHATI,AGARTALA,9165,9455
163,GUWAHATI,BAGDOGRA,2535,10157
164,GUWAHATI,CHENNAI,10398,11411
165,GUWAHATI,GOA,479,734
166,GUWAHATI,HYDERABAD,1254,1277
167,GUWAHATI,IMPHAL,13491,15821
168,GUWAHATI,JAIPUR,1046,1319
169,GUWAHATI,JORHAT,1234,1071
170,GUWAHATI,LILABARI,248,283
171,GUWAHATI,LUCKNOW,709,1116
172,GUWAHATI,SILCHAR,3725,4024
173,GUWAHATI,TEZPUR,33,52
174,HYDERABAD,AGARTALA,145,144
175,HYDERABAD,AURANGABAD,1662,1728
176,HYDERABAD,BAGDOGRA,0,575
177,HYDERABAD,CHENNAI,49167,50429
178,HYDERABAD,INDORE,7619,8410
179,HYDERABAD,JABALPUR,1132,1180
180,HYDERABAD,JAIPUR,6908,8199
181,HYDERABAD,JORHAT,0,3
182,HYDERABAD,LUCKNOW,5778,4659
183,HYDERABAD,MADURAI,2270,2283
184,HYDERABAD,MANGALORE,1497,1546
185,HYDERABAD,NAGPUR,1920,2521
186,HYDERABAD,"PORT BLAIR",778,794
187,HYDERABAD,PUNE,12549,13569
188,HYDERABAD,RAIPUR,6587,8500
189,HYDERABAD,RAJAHMUNDRY,8131,8395
190,HYDERABAD,TIRUPATI,18006,17839
191,HYDERABAD,TRIVANDRUM,1142,1903
192,HYDERABAD,UDAIPUR,102,517
193,HYDERABAD,VARANASI,9033,10144
194,HYDERABAD,VIJAYAWADA,9116,8753
195,HYDERABAD,VISAKHAPATNAM,35535,36677
196,IMPHAL,AGARTALA,1460,1177
