S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
1,AGARTALA,CHENNAI,508,486
2,"AGATTI ISLAND",KOCHI,1052,0
3,AHMEDABAD,BENGALURU,18138,17567
4,AHMEDABAD,CHENNAI,14057,13683
5,AHMEDABAD,COIMBATORE,830,0
6,AHMEDABAD,DELHI,73488,75424
7,AHMEDABAD,GOA,3069,3143
8,AHMEDABAD,GUWAHATI,535,591
9,AHMEDABAD,HYDERABAD,16134,14819
10,AHMEDABAD,JAIPUR,3075,3010
11,AHMEDABAD,KOCHI,1083,871
12,AHMEDABAD,KOLKATA,10822,11230
13,AHMEDABAD,MUMBAI,91377,90256
14,AHMEDABAD,PUNE,14445,14096
15,AHMEDABAD,VISAKHAPATNAM,347,575
16,AIZAWL,AHMEDABAD,7,11
17,AIZAWL,DELHI,751,507
18,AIZAWL,GUWAHATI,2169,1862
19,AIZAWL,IMPHAL,490,476
20,AIZAWL,KOLKATA,4230,3864
21,AMRITSAR,BENGALURU,144,203
22,AMRITSAR,CHENNAI,132,123
23,AMRITSAR,DELHI,30468,32202
24,AMRITSAR,MUMBAI,5422,5269
25,AMRITSAR,SRINAGAR,3188,4597
26,BAGDOGRA,CHENNAI,2248,1700
27,BELGAUM,JABALPUR,9,9
28,BENGALURU,AGARTALA,368,496
29,BENGALURU,BAGDOGRA,1453,1508
30,BENGALURU,BELGAUM,2213,2237
31,BENGALURU,CHANDIGARH,10679,10459
32,BENGALURU,CHENNAI,47765,49562
33,BENGALURU,COIMBATORE,11505,11084
34,BENGALURU,"DEHRA DUN",519,414
35,BENGALURU,DELHI,178709,182931
36,BENGALURU,GOA,31905,30974
37,BENGALURU,GUWAHATI,9666,9844
38,BENGALURU,HUBLI,1411,1490
39,BENGALURU,HYDERABAD,59060,57830
40,BENGALURU,IMPHAL,71,1529
41,BENGALURU,INDORE,1382,1927
42,BENGALURU,JAIPUR,22224,20981
43,BENGALURU,JODHPUR,305,196
44,BENGALURU,JORHAT,103,104
45,BENGALURU,KOCHI,30486,29003
46,BENGALURU,KOLKATA,55635,55812
47,BENGALURU,KOZHIKODE,1971,1763
48,BENGALURU,LUCKNOW,8999,9013
49,BENGALURU,MADURAI,2920,2786
50,BENGALURU,MANGALORE,17386,15802
51,BENGALURU,MUMBAI,145777,148037
52,BENGALURU,NAGPUR,4588,4728
53,BENGALURU,PATNA,7416,2261
54,BENGALURU,PUNE,61033,62122
55,BENGALURU,RAIPUR,2465,2470
56,BENGALURU,RAJKOT,137,128
57,BENGALURU,RANCHI,3233,8364
58,BENGALURU,SRINAGAR,177,166
59,BENGALURU,TRIVANDRUM,21260,21527
60,BENGALURU,VARANASI,3823,4014
61,BENGALURU,VIJAYAWADA,6456,6571
62,BENGALURU,VISAKHAPATNAM,21438,21280
63,BHOPAL,DELHI,13436,13657
64,BHOPAL,HYDERABAD,205,219
65,BHOPAL,JABALPUR,1111,0
66,BHOPAL,MUMBAI,15831,14327
67,BHOPAL,RAIPUR,615,1093
68,BHUBANESWAR,BENGALURU,8719,8828
69,BHUBANESWAR,CHENNAI,2031,1868
70,BHUBANESWAR,COIMBATORE,349,345
71,BHUBANESWAR,DELHI,29134,30042
72,BHUBANESWAR,HYDERABAD,7178,6214
73,BHUBANESWAR,KOLKATA,11647,11129
74,BHUBANESWAR,MUMBAI,19047,18173
75,BHUBANESWAR,VARANASI,1310,1562
76,BHUBANESWAR,VISAKHAPATNAM,647,732
77,BHUJ,DELHI,291,310
78,BHUJ,MUMBAI,6726,6704
79,CHANDIGARH,CHENNAI,661,460
80,CHANDIGARH,SRINAGAR,4757,7548
81,CHENNAI,PUNE,37233,38951
82,CHENNAI,RAIPUR,1268,1348
83,CHENNAI,RAJAHMUNDRY,1216,1367
84,CHENNAI,SRINAGAR,92,165
85,CHENNAI,TIRUCHIRAPALLY,8109,8270
86,CHENNAI,TRIVANDRUM,15191,14629
87,CHENNAI,TUTICORIN,4312,4062
88,CHENNAI,VIJAYAWADA,2475,2496
89,CHENNAI,VISAKHAPATNAM,10631,10431
90,COIMBATORE,AGARTALA,49,62
91,COIMBATORE,CHENNAI,28231,27701
92,COIMBATORE,DELHI,8757,8512
93,COIMBATORE,HYDERABAD,12794,12349
94,COIMBATORE,TIRUPATI,3,0
95,COIMBATORE,VISAKHAPATNAM,202,102
96,CUDDAPAH,CHENNAI,139,93
97,CUDDAPAH,HYDERABAD,0,304
98,CUDDAPAH,TIRUPATI,312,0
99,CUDDAPAH,VIJAYAWADA,142,165
100,"DEHRA DUN",CHENNAI,361,0
101,"DEHRA DUN",DELHI,25554,27049
102,"DEHRA DUN",HYDERABAD,590,774
103,"DEHRA DUN",MADURAI,7,0
104,DELHI,AGARTALA,1991,1887
105,DELHI,ALLAHABAD,1847,1658
106,DELHI,AURANGABAD,2954,3293
107,DELHI,BAGDOGRA,25949,30474
108,DELHI,CHANDIGARH,26359,25953
109,DELHI,CHENNAI,109848,105260
110,DELHI,DHARAMSALA,5391,4570
111,DELHI,DIBRUGARH,4178,3361
112,DELHI,DIMAPUR,904,1140
113,DELHI,GAYA,3244,2629
114,DELHI,GOA,51916,53417
115,DELHI,GORAKHPUR,1424,1372
116,DELHI,GUWAHATI,54103,52545
117,DELHI,HYDERABAD,97757,94546
118,DELHI,IMPHAL,4705,6423
119,DELHI,INDORE,24355,24616
120,DELHI,JABALPUR,3317,3403
121,DELHI,JAIPUR,32184,30623
122,DELHI,JAMMU,22640,19929
123,DELHI,JODHPUR,5245,4981
124,DELHI,KHAJURAHO,411,393
125,DELHI,KULLU,1188,800
126,DELHI,LEH,22283,23137
127,DELHI,LUCKNOW,83161,81330
128,DELHI,MADURAI,480,525
129,DELHI,MANGALORE,914,447
130,DELHI,NAGPUR,15598,16466
131,DELHI,PANTNAGAR,400,357
132,DELHI,PATNA,52296,54475
133,DELHI,"PORT BLAIR",1768,2799
134,DELHI,PUNE,93491,94598
135,DELHI,RAIPUR,21090,21749
136,DELHI,RAJKOT,906,882
137,DELHI,RANCHI,22408,21948
138,DELHI,SRINAGAR,56887,75812
