S.No.,"CITY 1","CITY 2","PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2"
1,AGARTALA,CHENNAI,1037,1120
2,AGARTALA,PUNE,141,0
3,"AGATTI ISLAND",KOCHI,577,652
4,AGRA,DELHI,0,54
5,AGRA,KHAJURAHO,93,0
6,AGRA,VARANASI,0,325
7,AHMEDABAD,BENGALURU,23927,24540
8,AHMEDABAD,BHUBANESWAR,146,0
9,AHMEDABAD,CHENNAI,18231,17727
10,AHMEDABAD,COIMBATORE,758,826
11,AHMEDABAD,DELHI,84251,86645
12,AHMEDABAD,GOA,13432,14117
13,AHMEDABAD,GUWAHATI,621,827
14,AHMEDABAD,HYDERABAD,17978,17762
15,AHMEDABAD,IMPHAL,0,66
16,AHMEDABAD,INDORE,1217,1212
17,AHMEDABAD,JAIPUR,12129,10279
18,AHMEDABAD,KOCHI,5918,6235
19,AHMEDABAD,KOLKATA,12475,11339
20,AHMEDABAD,LUCKNOW,4272,4096
21,AHMEDABAD,MUMBAI,85329,83637
22,AHMEDABAD,NAGPUR,417,592
23,AHMEDABAD,PUNE,20576,21801
24,AHMEDABAD,SURAT,13,0
25,AHMEDABAD,TRIVANDRUM,408,397
26,AHMEDABAD,VISAKHAPATNAM,448,328
27,AIZAWL,AHMEDABAD,32,27
28,AIZAWL,DELHI,1003,802
29,AIZAWL,GUWAHATI,5054,3789
30,AIZAWL,IMPHAL,264,328
31,AIZAWL,KOLKATA,6770,6844
32,AIZAWL,MUMBAI,281,216
33,AMRITSAR,BAGDOGRA,0,132
34,AMRITSAR,BENGALURU,405,374
35,AMRITSAR,CHENNAI,310,277
36,AMRITSAR,COIMBATORE,0,32
37,AMRITSAR,DELHI,47992,49311
38,AMRITSAR,JAMMU,255,549
39,AMRITSAR,MUMBAI,11851,11712
40,AMRITSAR,PUNE,197,365
41,BAGDOGRA,CHENNAI,1456,955
42,BAGDOGRA,RANCHI,0,7
43,BELGAUM,JABALPUR,27,32
44,BENGALURU,AGARTALA,607,639
45,BENGALURU,BAGDOGRA,838,1216
46,BENGALURU,BELGAUM,2275,2218
47,BENGALURU,CHANDIGARH,12587,12372
48,BENGALURU,CHENNAI,44159,45217
49,BENGALURU,COIMBATORE,6329,6507
50,BENGALURU,"DEHRA DUN",310,237
51,BENGALURU,DELHI,175467,176752
52,BENGALURU,GOA,36199,36615
53,BENGALURU,GUWAHATI,16246,15442
54,BENGALURU,HUBLI,1763,1894
55,BENGALURU,HYDERABAD,83555,82846
56,BENGALURU,IMPHAL,923,1026
57,BENGALURU,INDORE,4298,4784
58,BENGALURU,JAIPUR,22742,21160
59,BENGALURU,JAMMU,0,1
60,BENGALURU,JODHPUR,355,321
61,BENGALURU,JORHAT,213,189
62,BENGALURU,KOCHI,42657,43440
63,BENGALURU,KOLKATA,71531,65620
64,BENGALURU,KOZHIKODE,3419,3274
65,BENGALURU,LUCKNOW,9046,9145
66,BENGALURU,MADURAI,1405,1514
67,BENGALURU,MANGALORE,24102,23979
68,BENGALURU,MUMBAI,150359,149731
69,BENGALURU,NAGPUR,8986,9238
70,BENGALURU,PATNA,17332,11308
71,BENGALURU,PUNE,67366,68373
72,BENGALURU,RAIPUR,2515,1864
73,BENGALURU,RAJAHMUNDRY,1516,1678
74,BENGALURU,RANCHI,7014,13072
75,BENGALURU,SRINAGAR,930,1026
76,BENGALURU,TRIVANDRUM,20952,19879
77,BENGALURU,UDAIPUR,331,164
78,BENGALURU,VARANASI,5650,4728
79,BENGALURU,VIJAYAWADA,7649,7645
80,BENGALURU,VISAKHAPATNAM,20457,20494
81,BHATINDA,DELHI,616,622
82,BHAVNAGAR,MUMBAI,1062,1050
83,BHOPAL,DELHI,14970,14455
84,BHOPAL,HYDERABAD,766,711
85,BHOPAL,LUCKNOW,1547,1117
86,BHOPAL,MUMBAI,12839,11149
87,BHOPAL,RAIPUR,0,848
88,BHUBANESWAR,BENGALURU,15719,17043
89,BHUBANESWAR,CHENNAI,2018,1226
90,BHUBANESWAR,COIMBATORE,270,212
91,BHUBANESWAR,DELHI,36663,36880
92,BHUBANESWAR,HYDERABAD,13343,12764
93,BHUBANESWAR,INDORE,90,0
94,BHUBANESWAR,KOLKATA,19571,18206
